ID;DokID;Blatt;Datum;Lfd. Nr.;Adressat ;Referenz BayMBl.;Norm;Verstoß;Adressat des Bußgeldbescheids;Regelsatz in €
4391715916;43917159;159;43917;16;Schüler;Veröffentlichung BayMBl. 2020 Nr. 159 vom 27.03.2020;Nr. 1.4 ggf. i.V.m. Nr. 6 AV v. 13.03.2020 „Schulen“;Betreten der in den Nrn. 1.1 bis 1.3 genannten Einrichtungen zu Zwecken des Unterrichts und sonstiger Schulveranstaltungen, zur Wahrnehmung der Betreuungsangebote, zur Wahrnehmung des Lehr- und Studienbetriebs, einschl. Mittagsbetreuung (ausgenommen die in den Nrn. 2 und 3 genannten Einrichtungen und die Notbetreuung nach den Nrn. 4 und 5);Schüler, Kinder und Studierende, soweit strafmündig und/oder deren Personen-sorgeberechtigte;150
4391715917;43917159;159;43917;17;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 159 vom 27.03.2020;Nr. 6 i.V.m. Nrn. 4 und 5 AV v. 13.03.2020 „Schulen“;Wahrnehmung eines Betreuungsangebots nach den Nrn. 4 und 5, obwohl die dort genannten Voraussetzungen nicht vorliegen;Personen-sorgeberechtigte;500
4391715918;43917159;159;43917;18;Reisender;Veröffentlichung BayMBl. 2020 Nr. 159 vom 27.03.2020;AV v. 17.03.2020 „Hochschulen“;Betreten einer Hochschule;Personen, die innerhalb von 14 Tagen nach Aufenthalt in einem Risikogebiet eine Hochschule betreten;500
4392417301;43924173;173;43924;1;Veranstalter;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 1 Abs. 1, § 5 Nr. 1 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung i.S.d. § 1 Abs. 1 BayIfSMV oder Durchführung einer Reisebusreise;Veranstalter oder Leiter einer Veranstaltung oder Versammlung;5000
4392417301;43924173;173;43924;1;Teilnehmer;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 1 Abs. 1, § 5 Nr. 1 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung i.S.d. § 1 Abs. 1 BayIfSMV oder Durchführung einer Reisebusreise;Teilnehmer einer Veranstaltung oder Versammlung;500
4392417302;43924173;173;43924;2;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 2 Abs. 1, § 5 Nr. 2 BayIfSMV;Betrieb einer Einrichtung i.S.d § 2 Abs. 1 BayIfSMV oder Durchführung einer Reisebusreise;"Person, welche die Entscheidung über die Öffnung des Betriebes oder der Durchführung einer Reisebusreise trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4392417303;43924173;173;43924;3;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 2 Abs. 2 Satz 1 und Satz 2, § 5 Nr. 3 BayIfSMV;Betrieb einer Gastronomie, ausgenommen (1) der Abgabe und Lieferung von mitnahmefähigen Speisen oder (2) einer Ausnahmegenehmigung für Betriebskantinen durch die zuständige Kreisverwaltungsbehörde;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber, Wirt; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4392417304;43924173;173;43924;4;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 2 Abs. 3 Satz 1, § 5 Nr. 4 BayIfSMV;Betrieb von Hotels oder sonstigen Beherbergungsbetrieben zu privaten touristischen Zwecken;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4392417305;43924173;173;43924;5;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 2 Abs. 4 Satz 1 und Satz 4, § 5 Nr. 5 BayIfSMV;Öffnung von Ladengeschäften des Einzelhandels für Kunden, ausgenommen (1) der Ladengeschäfte des täglichen Bedarf gemäß der Aufzählung in § 2 Abs. 4 Satz 2 BayIfSMV oder (2) einer Ausnahmegenehmigung durch die zuständige Kreisverwaltungsbehörde;Verantwortlicher des Ladengeschäfts (i.d.R. der Betriebsinhaber);5000
4392417306;43924173;173;43924;6;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 2 Abs. 5 Satz 2, § 5 Nr. 6 BayIfSMV;Nichteinhalten der vorgeschriebenen Aufenthaltsbeschränkung im Wartebereich (max. 10 Personen);Verantwortlicher des Dienstleistungsbetriebes (i.d.R. der Betriebsinhaber);1000
4392417307;43924173;173;43924;7;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 3 Abs. 1, § 5 Nr. 7 BayIfSMV;"Besuch von Krankenhäusern sowie Vorsorge- und Rehabilitationseinrichtungen, in denen eine den Krankenhäusern vergleichbare medizinische Versorgung erfolgt, ausgenommen sind Geburts- und Kinderstationen für engste Angehörige und Palliativstationen und Hospize; Besuch von vollstationären Einrichtungen der Pflege; Besuch von Einrichtungen für Menschen mit Behinderungen; Besuch von ambulant betreuten Wohngemeinschaften nach Art. 2 Abs. 3 Pflege- und Wohnqualitätsgesetz (PfleWoqG) oder Besuch von Altenheimen und Seniorenresidenzen (vgl. Aufzählung in § 3 Abs. 1 BayIfSMV)";Person, welche eine genannte Einrichtung betritt, ohne dass eine Ausnahme besteht;500
4392417308;43924173;173;43924;8;Reisender;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 3 Abs. 2, § 5 Nr. 8 BayIfSMV;Betreten einer Hochschule;Person, die innerhalb von 14 Tagen nach Aufenthalt in einem Risikogebiet eine Hochschule betritt;500
4392417309;43924173;173;43924;9;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;§ 4 Abs. 2, § 5 Nr. 9 BayIfSMV;Verlassen der eigenen Wohnung ohne Vorliegen eines triftigen Grundes;Person, welche die Wohnung ohne triftigen Grund verlässt;150
4392417310;43924173;173;43924;10;Betreiber;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;Ziff. 1.1 bis 1.3 AV. v. 13.03.2020 „Schulen“;Abhalten von Unterricht, Veranstaltungen, Studienbetrieb oder Betreuungsangebote nach Ziff. 1.1. bis 1.3 AV vom 13.03.2020 Schulen, ausgenommen die in Ziff. 2 und 3 genannten Einrichtungen und die Notbetreuung nach Ziff. 4 und 5;Betreiber;2500
4392417311;43924173;173;43924;11;Schüler;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;Ziff. 1.4 ggf. i.V.m. Ziff. 6 AV. v. 13.03.2020 „Schulen“;Betreten der in Ziff. 1.1 bis 1.3 genannten Einrichtungen zu Zwecken des Unterrichts und sonstiger Schulveranstaltungen, zur Wahrnehmung der Betreuungsangebote, zur Wahrnehmung des Lehr- und Studienbetriebs, einschl. Mittagsbetreuung (ausgenommen die in Ziff. 2 und 3 genannten Einrichtungen und die Notbetreuung nach Ziff. 4 und 5);Schüler, Kinder und Studierende, soweit strafmündig und/oder deren Personensorgeberechtigte;150
4392417312;43924173;173;43924;12;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 173 vom 03.04.2020;Ziff. 6 i.V.m. Ziff. 4 und 5 AV. v. 13.03.2020 „Schulen“;Wahrnehmung eines Betreuungsangebots nach Ziff. 4 und 5, obwohl die dort genannten Voraussetzungen nicht vorliegen;Personensorgeberechtigte;500
4393619301;43936193;193;43936;1;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Häusliche Absonderung (§ 1 Abs. 1 Satz 1 EQV);Ein- bzw. Rückreisender;1000
4393619302;43936193;193;43936;2;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Pflicht zur direkten Fahrt zu Wohnung oder Unterkunft (§ 1 Abs. 1 Satz 1 EQV);Ein- bzw. Rückreisender;300
4393619303;43936193;193;43936;3;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Besuchsverbot (§ 1 Abs. 1 Satz 2 EQV);Ein- bzw. Rückreisender;600
4393619304;43936193;193;43936;4;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Pflicht zur Kontaktaufnahme mit Behörde nach Einreise (§ 1 Abs. 2 Satz 1 EQV);Ein- bzw. Rückreisender;500
4393619305;43936193;193;43936;5;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Pflicht zur Kontaktaufnahme mit Behörde bei Symptomen (§ 1 Abs. 2 Satz 2 EQV);Ein- bzw. Rückreisender;1000
4393619306;43936193;193;43936;6;Arbeitgeber;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Unrichtige Bescheinigung durch Dienstherrn/Arbeitgeber (§ 2 Abs. 1 Satz 1 Nr. 2 Halbsatz 2 EQV);Dienstherr oder Arbeitgeber;5000
4393619307;43936193;193;43936;7;Arbeitgeber;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Pflicht zur Anzeige der Arbeitsaufnahme bei der zuständigen KVB (§ 2 Abs. 2 Satz 2 EQV);Arbeitgeber;10000
4393619308;43936193;193;43936;8;Reisender;Veröffentlichung BayMBl. 2020 Nr. 193 vom 15.04.2020;;Pflicht zum Verlassen des Landesgebiets auf direktem Weg (§ 4 Abs. 4 Satz 1 Halbsatz 2 EQV);Ein- bzw. Rückreisender;500
4394522301;43945223;223;43945;1;Veranstalter;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 1 Abs. 1, § 7 Nr. 1 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung im Sinne des § 1 Abs. 1 BayIfSMV;Veranstalter oder Leiter einer Veranstaltung oder Versammlung;5000
4394522301;43945223;223;43945;1;Teilnehmer;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 1 Abs. 1, § 7 Nr. 1 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung im Sinne des § 1 Abs. 1 BayIfSMV;Teilnehmer einer Veranstaltung oder Versammlung;500
4394522302;43945223;223;43945;2;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 1, § 7 Nr. 2 BayIfSMV;Betrieb einer Einrichtung im Sinne des § 2 Abs. 1 BayIfSMV oder Durchführung einer Reisebusreise;"Person, welche die Entscheidung über die Öffnung des Betriebes oder der Durchführung einer Reisebusreise trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäfts­führung, o.Ä.)";5000
4394522303;43945223;223;43945;3;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 2 Satz 1 und 2, § 7 Nr. 3 BayIfSMV;Betrieb einer Gastronomie, ausgenommen (1) der Abgabe und Lieferung von mitnahmefähigen Speisen oder (2) einer Ausnahmegenehmigung für Betriebskantinen durch die zuständige Kreisverwaltungsbehörde;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber, Wirt; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4394522304;43945223;223;43945;4;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 3 Satz 1, § 7 Nr. 4 BayIfSMV;Betrieb von Hotels oder sonstigen Beherbergungsbetrieben zu privaten touristischen Zwecken;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4394522305;43945223;223;43945;5;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 4 Satz 1, 4 und 5, Abs. 5, § 7 Nr. 5 BayIfSMV;Öffnung von Ladengeschäften des Einzelhandels für Kunden, ausgenommen der Ladengeschäfte, (1) die in § 2 Abs. 4 Satz 2 und Satz 4 BayIfSMV aufgezählt sind, (2) denen eine Ausnahmegenehmigung durch die zuständige Kreisverwaltungsbehörde erteilt wurde oder (3) deren Verkaufsräume eine Fläche von 800 m² nicht überschreitet und der Betreiber sicherstellt, dass die Zahl der gleichzeitig anwesenden Kunden nicht höher ist als ein Kunde je 20 m² Verkaufsfläche.;Verantwortlicher des Ladengeschäfts (i.d.R. der Betriebsinhaber);5000
4394522306;43945223;223;43945;6;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 6 Satz 1 Nr. 1, 2 und 4, § 7 Nr. 6 BayIfSMV;Betreiber von zulässig nach § 2 Abs. 4 und Abs. 5 geöffneten Ladengeschäften, die (1) nicht sicherstellen, dass grundsätzlich der vorgeschriebene Mindestabstand eingehalten werden kann, (2) nicht sicherstellen, dass das Personal eine Mund-Nasen-Bedeckung trägt oder (3) kein Schutz- und Hygienekonzept oder kein Parkplatzkonzept vorlegen können.;Verantwortlicher des Ladengeschäfts (i.d.R. der Betriebsinhaber);5000
4394522307;43945223;223;43945;7;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 6 Satz 1 Nr. 3, § 7 Nr. 6 BayIfSMV;Kunden oder Begleitpersonen die keine Mund-Nasen-Bedeckung in Ladengeschäften nach § 2 Abs. 4 oder Abs. 3 BayIfSMV tragen (Pflicht zum Tragen einer Mund-Nasen-Bedeckung besteht ab dem Alter von 6 Jahren).;Personen ab 14 Jahren (§ 12 OWiG);150
4394522308;43945223;223;43945;8;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 2 Abs. 7 Satz 2, § 7 Nr. 7 BayIfSMV;Zulassen, dass (1) der Mindestabstand zwischen Personen nicht eingehalten wird oder (2) sich im Wartebereich mehr als 10 Personen aufhalten.;Verantwortlicher des Dienstleistungsbetriebs (i.d.R. der Betriebsinhaber);1000
4394522309;43945223;223;43945;9;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 3 Abs. 1, § 7 Nr. 8 BayIfSMV;"Besuch von Krankenhäusern sowie Vorsorge- und Rehabilitationseinrichtungen, in denen eine den Krankenhäusern vergleichbare medizinische Versorgung erfolgt, ausgenommen sind Geburts- und Kinderstationen für engste Angehörige und Palliativstationen und Hospize; Besuch von vollstationären Einrichtungen der Pflege; Besuch von Einrichtungen für Menschen mit Behinderungen; Besuch von ambulant betreuten Wohngemeinschaften nach Art. 2 Abs. 3 Pflege- und Wohnqualitätsgesetz (PfleWoqG) oder Besuch von Altenheimen und Seniorenresidenzen (vgl. Aufzählung in § 3 Abs. 1 BayIfSMV). Vom Verbot ausgenommen ist die Begleitung Sterbender im engsten Familienkreis.";Person, welche eine genannte Einrichtung betritt, ohne dass eine Ausnahme besteht;500
4394522310;43945223;223;43945;10;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 5 Abs. 2, § 7 Nr. 9 BayIfSMV;Verlassen der eigenen Wohnung ohne Vorliegen eines triftigen Grundes.;Person, welche die Wohnung ohne triftigen Grund verlässt;150
4394522311;43945223;223;43945;11;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;§ 6, § 7 Nr. 10 BayIfSMV;Personen ab dem Alter von 6 Jahren, die keine Mund-Nasen-Bedeckung bei der Nutzung von Verkehrsmitteln des öffentlichen Personennahverkehrs (hierzu gehören auch Taxen) oder den hierzu gehörenden Einrichtungen tragen.;Personen ab 14 Jahren (§ 12 OWiG);150
4394522312;43945223;223;43945;12;Betreiber;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;Nrn. 1.1 bis 1.3 AV „Schulen und Kitas“;Abhalten von Unterricht, Veranstaltungen, Studienbetrieb oder Betreuungsangebote nach Nrn. 1.1. bis 1.3 AV Schulen und Kitas, ausgenommen die in Nrn. 2 und 3 genannten Einrichtungen und die Notbetreuung nach Nrn. 4 und 5.;Betreiber;2500
4394522313;43945223;223;43945;13;Schüler;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;Nr. 1.4 ggf. i.V.m. Nr. 6 AV „Schulen und Kitas“;Betreten der in Nrn. 1.1 bis 1.3 genannten Einrichtungen zu Zwecken des Unterrichts und sonstiger Schulveranstaltungen, zur Wahrnehmung des regulären Betreuungsangebots (einschl. der Mittagsbetreuung) oder zur Wahrnehmung des Lehr- und Studienbetriebs, ausgenommen die in Nrn. 2 und 3 genannten Einrichtungen und die Notbetreuung nach Nrn. 4 und 5.;Schüler, Kinder und Studierende, soweit strafmündig und/oder deren Personensorgeberechtigte;150
4394522314;43945223;223;43945;14;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 223 vom 24.04.2020;Nr. 6 i.V.m. Nrn. 4 und 5 AV „Schulen und Kitas“;Wahrnehmung eines Betreuungsangebots nach Nrn. 4 und 5, obwohl die dort genannten Voraussetzungen nicht vorliegen.;Personensorgeberechtigte;500
4395925201;43959252;252;43959;1;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 2 Abs. 1, § 21 Nr. 1 BayIfSMV;Aufenthalt im öffentlichen Raum mit Personen, die nicht vom erlaubten Personenkreis des § 2 Abs. 1 BayIfSMV umfasst sind.;Personen ab 14 Jahren (§ 12 OWiG);150
4395925202;43959252;252;43959;2;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 2 Abs. 2, § 21 Nr. 2 BayIfSMV;Feiern und/oder Grillen auf öffentlichen Plätzen oder Anlagen.;Personen ab 14 Jahren (§ 12 OWiG);150
4395925203;43959252;252;43959;3;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 3, § 21 Nr. 3 BayIfSMV;Empfang oder Besuch von Personen in privat genutzten Räumen oder auf privat genutzten Grundstücken, die nicht vom erlaubten Personenkreis des § 3 Satz 1 BayIfSMV umfasst sind, und wenn nicht eine nach § 3 Satz 2 BayIfSMV ausnahmsweise erlaubte ﻿Beaufsichtigung Minderjähriger vorliegt.;Personen ab 14 Jahren (§ 12 OWiG);150
4395925204;43959252;252;43959;4;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 4 Abs. 1, § 21 Nr. 4 BayIfSMV;"Besuch von Krankenhäusern sowie Vorsorge- und Rehabilitationseinrichtungen, in denen eine den Krankenhäusern vergleichbare medizinische Versorgung erfolgt, ausgenommen sind Geburts- und Kinderstationen für engste Angehörige und Palliativstationen und Hospize; Besuch von vollstationären Einrichtungen der Pflege; Besuch von Einrichtungen für Menschen mit Behinderungen; Besuch von ambulant betreuten Wohngemeinschaften nach Art. 2 Abs. 3 Pflegewohnqualitätsgesetz (PfleWoqG) oder Besuch von Altenheimen und Seniorenresidenzen (vgl. Aufzählung in § 3 Abs. 1 BayIfSMV), ohne dass die Ausnahmevorschrift des § 4 Abs. 2 Satz 1 und 2 BayIfSMV erfüllt ist. Vom Verbot ausgenommen ist zudem die Begleitung Sterbender im engsten Familienkreis (§ 4 Abs. 3 BayIfSMV).";Person ab 14 Jahren (§ 12 OWiG), welche eine genannte Einrichtung betritt, ohne dass eine Ausnahme besteht;500
4395925205;43959252;252;43959;5;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 4 Abs. 2 Satz 3, § 21 Nr. 5 BayIfSMV;Besucher, die ihrer Maskenpflicht in den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen nicht nachkommen.;Personen ab 14 Jahren (§ 12 OWiG);150
4395925206;43959252;252;43959;6;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 4 Abs. 2 Satz 4, § 21 Nr. 6 BayIfSMV;Betreiber von den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen, die kein Schutz- und Hygienekonzept vorlegen können.;Verantwortlicher der Einrichtung;5000
4395925207;43959252;252;43959;7;Veranstalter;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§§ 5 Satz 1, 7, § 21 Nr. 7 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung, die nicht nach §§ 5 Satz 2 oder 7 BayIfSMV zulässig ist;Veranstalter oder Leiter einer Veranstaltung oder Versammlung;5000
4395925207;43959252;252;43959;7;Teilnehmer;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§§ 5 Satz 1, 7, § 21 Nr. 7 BayIfSMV;Durchführung oder Teilnahme an einer Veranstaltung oder Versammlung, die nicht nach §§ 5 Satz 2 oder 7 BayIfSMV zulässig ist;Teilnehmer einer Veranstaltung oder Versammlung;500
4395925208;43959252;252;43959;8;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 8, § 21 Nr. 8 BayIfSMV;Personen, die ihrer Maskenpflicht bei der Nutzung von Verkehrsmitteln des öffentlichen Personennahverkehrs (hierzu gehören auch Taxen) oder den hierzu gehörenden Einrichtungen nicht nachkommen.;Personen ab 14 Jahren (§ 12 OWiG);150
4395925209;43959252;252;43959;9;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 9, § 21 Nr. 9 BayIfSMV;Betrieb oder Nutzung einer Sporthalle, Sportplatzes, Sportanlage oder Sporteinrichtungen entgegen § 9 Abs. 1 Satz 2 oder Abs. 2 BayIfSMV.;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4395925209;43959252;252;43959;9;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 9, § 21 Nr. 9 BayIfSMV;Betrieb oder Nutzung einer Sporthalle, Sportplatzes, Sportanlage oder Sporteinrichtungen entgegen § 9 Abs. 1 Satz 2 oder Abs. 2 BayIfSMV.;Person, die die jeweilige Einrichtung nutzt;150
4395925210;43959252;252;43959;10;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 252 vom 08.05.2020;§ 11, § 21 Nr. 10 BayIfSMV;Betrieb einer in § 11 BayIfSMV aufgeführten Freizeiteinrichtung oder Durchführung einer Reisebusreise.;"Person, welche die Entscheidung über die Öffnung des Betriebes oder der Durchführung einer Reisebusreise trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
